timestamp,price
2023-01-01,1.003355
2023-01-02,1.034927
2023-01-03,0.97638
2023-01-04,0.966015
2023-01-05,1.028763
2023-01-06,1.043639
2023-01-07,0.938081
2023-01-08,0.990264
2023-01-09,0.891207
2023-01-10,0.804347
2023-01-11,0.829821
2023-01-12,0.836994
2023-01-13,0.861597
2023-01-14,0.889843
2023-01-15,0.926019
2023-01-16,0.997175
2023-01-17,0.977682
2023-01-18,0.973505
2023-01-19,0.949649
2023-01-20,0.898593
2023-01-21,0.861052
2023-01-22,0.881595
2023-01-23,0.891029
2023-01-24,0.967262
2023-01-25,0.963689
2023-01-26,0.919199
2023-01-27,0.843411
2023-01-28,0.894083
2023-01-29,0.97761
2023-01-30,1.000927
2023-01-31,1.038792
2023-02-01,0.999673
2023-02-02,0.942601
2023-02-03,0.916383
2023-02-04,0.841365
2023-02-05,0.862329
2023-02-06,0.77186
2023-02-07,0.667594
2023-02-08,0.709286
2023-02-09,0.766366
2023-02-10,0.746759
2023-02-11,0.761616
2023-02-12,0.692838
2023-02-13,0.764623
2023-02-14,0.747172
2023-02-15,0.781721
2023-02-16,0.723779
2023-02-17,0.717442
2023-02-18,0.709731
2023-02-19,0.746247
2023-02-20,0.756092
2023-02-21,0.763305
2023-02-22,0.770969
2023-02-23,0.808807
2023-02-24,0.808815
2023-02-25,0.842157
2023-02-26,0.804381
2023-02-27,0.749621
2023-02-28,0.82796
2023-03-01,0.815167
2023-03-02,0.781254
2023-03-03,0.826305
2023-03-04,0.889133
2023-03-05,0.890095
2023-03-06,0.951812
2023-03-07,0.999479
2023-03-08,0.983158
2023-03-09,0.970188
2023-03-10,0.876193
2023-03-11,0.785282
2023-03-12,0.837786
2023-03-13,0.885412
2023-03-14,0.880861
2023-03-15,0.915055
2023-03-16,0.836744
2023-03-17,0.856176
2023-03-18,0.910804
2023-03-19,0.900837
2023-03-20,0.909071
2023-03-21,0.868736
2023-03-22,0.911812
2023-03-23,0.862578
2023-03-24,0.881395
2023-03-25,0.953362
2023-03-26,0.880285
2023-03-27,0.826444
2023-03-28,0.839415
2023-03-29,0.899245
2023-03-30,0.817887
2023-03-31,0.831548
2023-04-01,0.808683
2023-04-02,0.824723
2023-04-03,0.862965
2023-04-04,0.793341
2023-04-05,0.823953
2023-04-06,0.84483
2023-04-07,0.707211
2023-04-08,0.856393
2023-04-09,0.929594
2023-04-10,0.975704
2023-04-11,0.977928
2023-04-12,0.913073
2023-04-13,0.869599
2023-04-14,0.958481
2023-04-15,0.848101
2023-04-16,0.928224
2023-04-17,0.955018
2023-04-18,0.981708
2023-04-19,1.0505
2023-04-20,1.142674
2023-04-21,1.085479
2023-04-22,1.008481
2023-04-23,1.068014
2023-04-24,1.037878
2023-04-25,1.048429
2023-04-26,1.093448
2023-04-27,1.046201
2023-04-28,1.019703
2023-04-29,1.067944
2023-04-30,1.033418
2023-05-01,1.086116
2023-05-02,1.044242
2023-05-03,1.142051
2023-05-04,1.119326
2023-05-05,1.120542
2023-05-06,1.077673
2023-05-07,1.091536
2023-05-08,1.103953
2023-05-09,0.985737
2023-05-10,0.998644
2023-05-11,1.006004
2023-05-12,1.023187
2023-05-13,1.151058
2023-05-14,1.169944
2023-05-15,1.256883
2023-05-16,1.227838
2023-05-17,1.083867
2023-05-18,1.074578
2023-05-19,0.941464
2023-05-20,0.928569
2023-05-21,0.962386
2023-05-22,0.940972
2023-05-23,0.906499
2023-05-24,0.941793
2023-05-25,0.956801
2023-05-26,1.007334
2023-05-27,1.088525
2023-05-28,1.050248
2023-05-29,1.094729
2023-05-30,1.14696
2023-05-31,1.171324
2023-06-01,1.135988
2023-06-02,1.070985
2023-06-03,0.870293
2023-06-04,0.863468
2023-06-05,0.889107
2023-06-06,0.815247
2023-06-07,0.84501
2023-06-08,0.817357
2023-06-09,0.947193
2023-06-10,0.966395
2023-06-11,1.086517
2023-06-12,1.117401
2023-06-13,1.088826
2023-06-14,1.142778
2023-06-15,1.053154
2023-06-16,0.977453
2023-06-17,0.963454
2023-06-18,0.94741
2023-06-19,1.051216
2023-06-20,1.048227
2023-06-21,1.058272
2023-06-22,1.02128
2023-06-23,0.993846
2023-06-24,1.186316
2023-06-25,1.194538
2023-06-26,1.17039
2023-06-27,1.148371
2023-06-28,1.194598
2023-06-29,1.17508
2023-06-30,1.107351
2023-07-01,1.043795
2023-07-02,1.019184
2023-07-03,0.976299
2023-07-04,0.989431
2023-07-05,0.993544
2023-07-06,0.950232
2023-07-07,0.949846
2023-07-08,0.904377
2023-07-09,0.8459
2023-07-10,0.897334
2023-07-11,0.894853
2023-07-12,0.936267
2023-07-13,1.050528
2023-07-14,1.227081
2023-07-15,1.343486
2023-07-16,1.439362
2023-07-17,1.461925
2023-07-18,1.556352
2023-07-19,1.506561
2023-07-20,1.803136
2023-07-21,1.842612
2023-07-22,1.722248
2023-07-23,1.664533
2023-07-24,1.62939
2023-07-25,1.602415
2023-07-26,1.508848
2023-07-27,1.743665
2023-07-28,1.793465
2023-07-29,1.86716
2023-07-30,1.792459
2023-07-31,1.720911
2023-08-01,1.808182
2023-08-02,1.958557
2023-08-03,1.928432
2023-08-04,1.698912
2023-08-05,1.623046
2023-08-06,1.555888
2023-08-07,1.430507
2023-08-08,1.402526
2023-08-09,1.502096
2023-08-10,1.397106
2023-08-11,1.505223
2023-08-12,1.494786
2023-08-13,1.594833
2023-08-14,1.528624
2023-08-15,1.351869
2023-08-16,1.179343
2023-08-17,1.184431
2023-08-18,1.180507
2023-08-19,1.165657
2023-08-20,1.23532
2023-08-21,1.25058
2023-08-22,1.219273
2023-08-23,1.07789
2023-08-24,1.094194
2023-08-25,1.092359
2023-08-26,1.041256
2023-08-27,1.054245
2023-08-28,1.031624
2023-08-29,1.114857
2023-08-30,1.137477
2023-08-31,1.082847
2023-09-01,1.161815
2023-09-02,1.208167
2023-09-03,1.260573
2023-09-04,1.291465
2023-09-05,1.309624
2023-09-06,1.275602
2023-09-07,1.346362
2023-09-08,1.263468
2023-09-09,1.23136
2023-09-10,1.213487
2023-09-11,1.23191
2023-09-12,1.29432
2023-09-13,1.277643
2023-09-14,1.294464
2023-09-15,1.295959
2023-09-16,1.214934
2023-09-17,1.281699
2023-09-18,1.324259
2023-09-19,1.358255
2023-09-20,1.303559
2023-09-21,1.317758
2023-09-22,1.19723
2023-09-23,1.253145
2023-09-24,1.290347
2023-09-25,1.324617
2023-09-26,1.158089
2023-09-27,1.351325
2023-09-28,1.408718
2023-09-29,1.422607
2023-09-30,1.530273
2023-10-01,1.43509
2023-10-02,1.534494
2023-10-03,1.551932
2023-10-04,1.623333
2023-10-05,1.574245
2023-10-06,1.862745
2023-10-07,1.705337
2023-10-08,1.5156
2023-10-09,1.446628
2023-10-10,1.287022
2023-10-11,1.312844
2023-10-12,1.469807
2023-10-13,1.508346
2023-10-14,1.441636
2023-10-15,1.481
2023-10-16,1.449611
2023-10-17,1.554885
2023-10-18,1.483617
2023-10-19,1.493573
2023-10-20,1.557099
2023-10-21,1.469172
2023-10-22,1.543024
2023-10-23,1.514581
2023-10-24,1.559796
2023-10-25,1.578958
2023-10-26,1.544503
2023-10-27,1.638396
2023-10-28,1.520693
2023-10-29,1.544745
2023-10-30,1.500997
2023-10-31,1.50431
2023-11-01,1.555143
2023-11-02,1.606828
2023-11-03,1.593706
2023-11-04,1.63927
2023-11-05,1.378211
2023-11-06,1.428707
2023-11-07,1.429963
2023-11-08,1.412415
2023-11-09,1.549305
2023-11-10,1.543462
2023-11-11,1.414762
2023-11-12,1.37836
2023-11-13,1.368177
2023-11-14,1.397231
2023-11-15,1.43775
2023-11-16,1.297526
2023-11-17,1.289519
2023-11-18,1.344212
2023-11-19,1.286057
2023-11-20,1.220691
2023-11-21,1.136286
2023-11-22,1.050656
2023-11-23,0.966689
2023-11-24,0.957574
2023-11-25,0.953937
2023-11-26,0.952266
2023-11-27,1.035065
2023-11-28,1.011471
2023-11-29,1.016217
2023-11-30,1.06208
2023-12-01,1.055206
2023-12-02,1.06583
2023-12-03,1.020266
2023-12-04,1.042943
2023-12-05,1.044142
2023-12-06,1.059211
2023-12-07,1.03984
2023-12-08,1.001008
2023-12-09,0.96122
2023-12-10,0.962911
2023-12-11,0.983537
2023-12-12,0.946628
2023-12-13,0.911263
2023-12-14,1.046024
2023-12-15,1.05555
2023-12-16,1.118595
2023-12-17,1.154288
2023-12-18,1.202613
2023-12-19,1.208221
2023-12-20,1.217165
2023-12-21,1.328756
2023-12-22,1.214548
2023-12-23,1.263974
2023-12-24,1.223483
2023-12-25,1.212826
2023-12-26,1.184611
2023-12-27,1.131526
2023-12-28,1.239585
2023-12-29,1.09287
2023-12-30,1.154763
2023-12-31,1.061478
2024-01-01,1.133896
2024-01-02,1.218734
2024-01-03,1.268628
2024-01-04,1.192661
2024-01-05,1.204897
2024-01-06,1.158654
2024-01-07,1.113035
2024-01-08,1.055404
2024-01-09,1.103416
2024-01-10,1.107284
2024-01-11,1.12539
2024-01-12,1.034871
2024-01-13,1.166609
2024-01-14,1.100304
2024-01-15,0.956951
2024-01-16,0.874306
2024-01-17,0.82789
2024-01-18,0.848323
2024-01-19,0.835324
2024-01-20,0.8591
2024-01-21,0.777301
2024-01-22,0.9609
2024-01-23,1.013822
2024-01-24,0.971716
2024-01-25,0.941652
2024-01-26,0.950133
2024-01-27,0.930919
2024-01-28,0.935669
2024-01-29,0.960371
2024-01-30,0.889325
2024-01-31,1.028689
2024-02-01,1.025787
2024-02-02,1.051131
2024-02-03,1.032357
2024-02-04,0.966413
2024-02-05,0.905861
2024-02-06,0.855689
2024-02-07,0.85049
2024-02-08,0.83664
2024-02-09,0.801477
2024-02-10,0.793397
2024-02-11,0.805254
2024-02-12,0.852188
2024-02-13,0.820468
2024-02-14,0.809731
2024-02-15,0.784985
2024-02-16,0.795114
2024-02-17,0.82844
2024-02-18,0.836656
2024-02-19,0.905737
2024-02-20,0.809896
2024-02-21,0.843425
2024-02-22,0.874546
2024-02-23,0.927609
2024-02-24,0.909364
2024-02-25,0.908934
2024-02-26,1.00884
2024-02-27,0.940053
2024-02-28,0.899434
2024-02-29,0.928405
2024-03-01,0.962132
2024-03-02,1.049548
2024-03-03,1.013403
2024-03-04,0.995935
2024-03-05,0.980498
2024-03-06,0.922491
2024-03-07,0.93318
2024-03-08,0.976524
2024-03-09,1.038418
2024-03-10,1.012819
2024-03-11,1.192676
2024-03-12,1.296242
2024-03-13,1.323176
2024-03-14,1.442524
2024-03-15,1.438208
2024-03-16,1.34924
2024-03-17,1.385017
2024-03-18,1.389315
2024-03-19,1.404873
2024-03-20,1.289763
2024-03-21,1.376348
2024-03-22,1.45206
2024-03-23,1.553634
2024-03-24,1.663654
2024-03-25,1.559372
2024-03-26,1.562579
2024-03-27,1.584351
2024-03-28,1.559847
2024-03-29,1.366955
2024-03-30,1.36231
2024-03-31,1.324343
2024-04-01,1.220932
2024-04-02,1.145612
2024-04-03,1.084486
2024-04-04,0.954371
2024-04-05,0.900309
2024-04-06,0.854812
2024-04-07,0.849297
2024-04-08,0.851837
2024-04-09,0.841769
2024-04-10,0.872866
2024-04-11,0.918525
2024-04-12,1.030552
2024-04-13,1.002971
2024-04-14,0.957431
2024-04-15,1.018597
2024-04-16,0.932436
2024-04-17,0.937023
2024-04-18,0.996948
2024-04-19,1.000221
2024-04-20,1.005696
2024-04-21,0.927215
2024-04-22,0.957137
2024-04-23,0.98179
2024-04-24,0.928332
2024-04-25,0.866387
2024-04-26,0.944096
2024-04-27,0.976798
2024-04-28,0.986732
2024-04-29,0.983875
2024-04-30,0.961945
2024-05-01,0.714973
2024-05-02,0.66864
2024-05-03,0.696612
2024-05-04,0.687559
2024-05-05,0.792573
2024-05-06,0.77541
2024-05-07,0.803114
2024-05-08,0.806414
2024-05-09,0.872939
2024-05-10,0.973972
2024-05-11,1.019018
2024-05-12,1.075682
2024-05-13,1.066657
2024-05-14,1.140034
2024-05-15,1.150767
2024-05-16,1.181452
2024-05-17,1.207452
2024-05-18,1.171124
2024-05-19,1.065432
2024-05-20,1.045668
2024-05-21,0.966607
2024-05-22,0.943267
2024-05-23,1.026759
2024-05-24,1.022528
2024-05-25,1.00502
2024-05-26,1.188947
2024-05-27,1.187531
2024-05-28,1.102432
2024-05-29,1.215128
2024-05-30,1.245652
2024-05-31,1.333063
2024-06-01,1.306738
2024-06-02,1.312908
2024-06-03,1.298445
2024-06-04,1.199401
2024-06-05,1.226021
2024-06-06,1.065316
2024-06-07,1.155065
2024-06-08,1.063504
2024-06-09,1.049877
2024-06-10,1.088479
2024-06-11,1.131461
2024-06-12,1.247443
2024-06-13,1.24794
2024-06-14,1.27505
2024-06-15,1.278906
2024-06-16,1.341574
2024-06-17,1.130615
2024-06-18,1.196253
2024-06-19,1.127158
2024-06-20,1.043423
2024-06-21,0.898796
2024-06-22,0.871809
2024-06-23,0.900631
